dataset_name,model_name,num_seeds,rmse,rmse_std,mae,mae_std,precision_at_5,precision_at_5_std,recall_at_5,recall_at_5_std,ndcg_at_5,ndcg_at_5_std,precision_at_10,precision_at_10_std,recall_at_10,recall_at_10_std,ndcg_at_10,ndcg_at_10_std,fidelity_at_2,fidelity_at_2_std,fidelity_at_3,fidelity_at_3_std,fidelity_at_5,fidelity_at_5_std,fidelity_at_10,fidelity_at_10_std
ml1m,biased_mf,3,0.8498226124509266,0.0012499037825440982,0.6681082665323973,0.000808919213849015,0.047106809343487537,0.0020771291609253516,0.027388751341220065,0.0019413487995297834,0.051545538139206204,0.0021335534805137888,0.042823004573561606,0.0014129074575977227,0.049723886447609805,0.002398551621460473,0.05508283366288027,0.002155832237357959,,,,,,,,
ml1m,plain_nmf,3,0.8508897724757997,0.00094909667090212,0.6697280976080732,0.0008246016100122161,0.05367331778979437,0.0014413825094760067,0.030515893121593533,0.0009460806038666065,0.059694544662267035,0.0019508931775806698,0.0473250695087959,0.000809234422716823,0.05429777232673483,0.0009182939333549698,0.06202942829426727,0.0015380736019494532,,,,,,,,
ml1m,coupled_nmf_tuned,3,0.860862391000908,0.0010868294061559456,0.6770133863924556,0.0001484904766621538,0.05570307686363026,0.0014069320096589829,0.03044990523070573,0.0005964465877815,0.061074424218153935,0.0017004167504547757,0.046764763208392006,0.0007630369574364227,0.051721878698281466,0.0009911838285479352,0.06121674032998611,0.0014903137486418918,0.09600933890417214,0.0008837257299297084,0.13606522356718773,0.0008575697447592237,0.2079624076063434,0.0004799047400021212,0.3588245010475317,0.0006784601711942305
