metric,plain_nmf,coupled_nmf,absolute_change,percent_change,better_model
rmse,0.8338916114637849,0.8339706563482665,7.904488448162716e-05,0.009479035811725515,plain_nmf
mae,0.6392970933730571,0.6378877979632618,-0.001409295409795286,-0.22044452014626978,coupled_nmf
precision_at_5,0.0256407060382928,0.0256100880725078,-3.061796578499726e-05,-0.11941155496760203,plain_nmf
precision_at_10,0.0223647245454639,0.023093119394532,0.0007283948490681008,3.2568916625259163,coupled_nmf
recall_at_5,0.0197753741052859,0.0204981492465348,0.0007227751412488999,3.6549252489524546,coupled_nmf
recall_at_10,0.0332989630325321,0.0361121406786951,0.002813177646162998,8.448243999113746,coupled_nmf
ndcg_at_5,0.0272970061483013,0.0270031672851151,-0.00029383886318620073,-1.0764508810593003,plain_nmf
ndcg_at_10,0.0302095689548998,0.0311868948946681,0.000977325939768299,3.2351535410100016,coupled_nmf
