dataset_name,seed,k,alpha,beta,lambda_reg,epochs,rmse,mae,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10,fidelity_at_2,fidelity_at_3,fidelity_at_5,fidelity_at_10,num_explanation_instances
ml1m,42,60,0.05,0.0001,0.01,20,0.8632016957867579,0.6793279743693208,0.0529611980939414,0.0272118156525961,0.0569579338761987,0.0446562287270251,0.0475633720194093,0.0569194348697649,0.0971650065779686,0.1372299315631389,0.2086362178251147,0.3579371539503336,1000
