metric,mean,std,min,q25,median,q75,max
fidelity_at_2,0.08730899358540771,0.02283517186032541,0.0617377087473869,0.07096987217664714,0.0789813697338104,0.098064636811614,0.2193244099617004
fidelity_at_3,0.12637314195185897,0.030622243938207793,0.0915302783250808,0.10429401509463786,0.1156638488173484,0.14128491654992098,0.3129704594612121
