dataset_name,model_name,rmse,rmse_std,mae,mae_std,precision_at_5,precision_at_5_std,precision_at_10,precision_at_10_std,recall_at_5,recall_at_5_std,recall_at_10,recall_at_10_std,ndcg_at_5,ndcg_at_5_std,ndcg_at_10,ndcg_at_10_std
ml1m,biased_mf,0.8480931190488988,0.0,0.6673194290887914,0.0,0.0495842525029696,0.0,0.0444086203970812,0.0,0.0300992782720469,0.0,0.0524769568614582,0.0,0.0533855222876907,0.0,0.0569221946694235,0.0
ml1m,coupled_nmf,0.8717383236402222,0.0,0.6889700656491661,0.0,0.038554216867469876,0.0,0.03375190904462923,0.0,0.021148586105078276,0.0,0.03622366201652943,0.0,0.039035844842064356,0.0,0.04061117289526023,0.0
ml1m,item_cf,0.9985876572842262,0.0,0.794684904387254,0.0,0.0027829628372645,0.0,0.0038520278296283,0.0,0.0012530079325614,0.0,0.003524254094722,0.0,0.0027254847314895,0.0,0.0039458347363868,0.0
ml1m,plain_nmf,0.8498072773484391,0.0,0.6695615167041772,0.0,0.0532835567622603,0.0,0.0472933989479043,0.0,0.0303873194261513,0.0,0.055086246306574,0.0,0.0590670832751171,0.0,0.062041455370735,0.0
