dataset_name,model_name,seed,rmse,mae,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10
ml1m,item_cf,42,0.9985876572842262,0.794684904387254,0.0027829628372645,0.0012530079325614,0.0027254847314895,0.0038520278296283,0.003524254094722,0.0039458347363868
ml1m,biased_mf,42,0.8480931190488988,0.6673194290887914,0.0495842525029696,0.0300992782720469,0.0533855222876907,0.0444086203970812,0.0524769568614582,0.0569221946694235
ml1m,plain_nmf,42,0.8498072773484391,0.6695615167041772,0.0532835567622603,0.0303873194261513,0.0590670832751171,0.0472933989479043,0.055086246306574,0.062041455370735
ml1m,coupled_nmf,42,0.8717383236402222,0.6889700656491661,0.038554216867469876,0.021148586105078276,0.039035844842064356,0.03375190904462923,0.03622366201652943,0.04061117289526023
