dataset_name,model_name,rmse,mae,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10
ml1m,biased_mf,0.8480931190488988,0.6673194290887914,0.0495842525029696,0.0300992782720469,0.0533855222876907,0.0444086203970812,0.0524769568614582,0.0569221946694235
ml1m,coupled_nmf,0.8717383236402222,0.6889700656491661,0.0385542168674698,0.0211485861050782,0.0390358448420643,0.0337519090446292,0.0362236620165294,0.0406111728952602
ml1m,item_cf,0.9985876572842262,0.794684904387254,0.0027829628372645,0.0012530079325614,0.0027254847314895,0.0038520278296283,0.003524254094722,0.0039458347363868
ml1m,plain_nmf,0.8498072773484391,0.6695615167041772,0.0532835567622603,0.0303873194261513,0.0590670832751171,0.0472933989479043,0.055086246306574,0.062041455370735
ml1m,coupled_nmf_tuned,0.8593735189868275,0.6770058004330318,0.05450534532496182,0.030208494885707385,0.059123651342689494,0.045851009672492796,0.05055421539546562,0.05935827546667169
